monkey_id,pick_date,code,name,market,close
0,2025-09-12,1539,巨庭機械股份有限公司,TWSE,17.45
0,2025-09-12,4526,東台精機股份有限公司,TWSE,34.85
0,2025-09-12,6881,潤德室內裝修設計工程(股)公司,OTC,218.81
0,2025-09-12,6546,正基科技股份有限公司,OTC,75.74
0,2025-09-12,8299,群聯電子股份有限公司,OTC,616.05
1,2025-09-12,3592,瑞鼎科技股份有限公司,TWSE,271.17
1,2025-09-12,7736,虎山實業股份有限公司,TWSE,93.51
1,2025-09-12,2645,長榮航太科技股份有限公司,TWSE,185.5
1,2025-09-12,6496,科懋生物科技股份有限公司,OTC,30.2
1,2025-09-12,6168,宏齊科技股份有限公司,TWSE,20.55
2,2025-09-12,4771,望隼科技股份有限公司,TWSE,177.5
2,2025-09-12,3521,台鋼建設事業股份有限公司,OTC,12.0
2,2025-09-12,3605,宏致電子股份有限公司,TWSE,78.0
2,2025-09-12,8086,宏捷科技股份有限公司,OTC,110.0
2,2025-09-12,1584,精剛精密科技股份有限公司,OTC,24.82
3,2025-09-12,1586,和勤精機股份有限公司,OTC,27.65
3,2025-09-12,4530,宏易創新國際股份有限公司,OTC,29.41
3,2025-09-12,2059,川湖科技股份有限公司,TWSE,3430.0
3,2025-09-12,2201,裕隆汽車製造股份有限公司,TWSE,33.0
3,2025-09-12,6148,驊宏資通股份有限公司,OTC,46.43
4,2025-09-12,6456,GIS Holding Limited,TWSE,63.1
4,2025-09-12,1780,立弘生化科技股份有限公司,OTC,16.74
4,2025-09-12,6722,輝創電子股份有限公司,TWSE,48.68
4,2025-09-12,6735,美達科技股份有限公司,OTC,78.0
4,2025-09-12,3310,佳穎精密企業股份有限公司,OTC,63.75
5,2025-09-12,6669,緯穎科技服務股份有限公司,TWSE,3148.81
5,2025-09-12,3623,富晶通科技股份有限公司,OTC,22.0
5,2025-09-12,6419,京晨科技股份有限公司,OTC,57.4
5,2025-09-12,2489,瑞軒科技股份有限公司,TWSE,12.91
5,2025-09-12,6438,迅得機械股份有限公司,TWSE,175.28
6,2025-09-12,4164,承業生醫投資控股股份有限公司,TWSE,46.88
6,2025-09-12,2926,誠品生活股份有限公司,OTC,43.57
6,2025-09-12,2352,佳世達科技股份有限公司,TWSE,35.55
6,2025-09-12,7610,聯友金屬科技股份有限公司,TWSE,107.5
6,2025-09-12,5007,三星科技股份有限公司,TWSE,49.98
7,2025-09-12,4440,宜新實業股份有限公司,TWSE,16.22
7,2025-09-12,4768,晶呈科技股份有限公司,OTC,191.0
7,2025-09-12,3083,中華網龍股份有限公司,OTC,33.05
7,2025-09-12,5601,臺聯貨櫃通運股份有限公司,OTC,37.41
7,2025-09-12,5015,華祺工業股份有限公司,OTC,29.67
8,2025-09-12,6925,意藍資訊股份有限公司,OTC,131.63
8,2025-09-12,3090,日電貿股份有限公司,TWSE,71.89
8,2025-09-12,3485,敘(余+卜+又)豐企業股份有限公司,OTC,72.5
8,2025-09-12,6494,九齊科技股份有限公司,OTC,34.05
8,2025-09-12,6570,維田科技股份有限公司,OTC,45.0
9,2025-09-12,2347,聯強國際股份有限公司,TWSE,61.0
9,2025-09-12,1294,漢田生技股份有限公司,OTC,66.67
9,2025-09-12,1234,黑松股份有限公司,TWSE,37.06
9,2025-09-12,8477,創業家數位股份有限公司,OTC,12.75
9,2025-09-12,6144,得利影視股份有限公司,OTC,21.35
