monkey_id,pick_date,code,name,market,close
0,2025-08-08,4571,鈞興機電國際股份有限公司,TWSE,165.48
0,2025-08-08,5443,均豪精密工業股份有限公司,OTC,95.44
0,2025-08-08,1104,環球水泥股份有限公司,TWSE,25.09
0,2025-08-08,1338,廣華控股有限公司,TWSE,22.75
0,2025-08-08,6823,濾能股份有限公司,OTC,52.0
1,2025-08-08,3550,聯穎科技股份有限公司,TWSE,15.3
1,2025-08-08,2538,基泰建設股份有限公司,TWSE,12.15
1,2025-08-08,9917,中興保全科技股份有限公司,TWSE,109.82
1,2025-08-08,1733,五鼎生物技術股份有限公司,TWSE,28.5
1,2025-08-08,1323,永裕塑膠工業股份有限公司,TWSE,18.81
2,2025-08-08,6582,申豐特用應材股份有限公司,TWSE,32.55
2,2025-08-08,2471,資通電腦股份有限公司,TWSE,53.0
2,2025-08-08,6569,醫揚科技股份有限公司,OTC,105.92
2,2025-08-08,1315,達新工業股份有限公司,TWSE,61.49
2,2025-08-08,4771,望隼科技股份有限公司,TWSE,178.5
3,2025-08-08,3264,欣銓科技股份有限公司,OTC,71.68
3,2025-08-08,2913,台灣農林股份有限公司,TWSE,14.95
3,2025-08-08,3090,日電貿股份有限公司,TWSE,69.63
3,2025-08-08,2421,建準電機工業股份有限公司,TWSE,127.19
3,2025-08-08,5202,力新國際科技股份有限公司,OTC,20.91
4,2025-08-08,3673,"TPK Holding Co., Ltd.",TWSE,36.55
4,2025-08-08,3018,隆銘綠能科技工程股份有限公司,TWSE,15.75
4,2025-08-08,3346,麗清科技股份有限公司,TWSE,22.9
4,2025-08-08,1727,臺灣中華化學工業股份有限公司,TWSE,31.8
4,2025-08-08,2367,燿華電子股份有限公司,TWSE,27.37
5,2025-08-08,6165,浪凡網路科技股份有限公司,TWSE,52.1
5,2025-08-08,1410,南洋染整股份有限公司,TWSE,34.92
5,2025-08-08,2344,華邦電子股份有限公司,TWSE,17.36
5,2025-08-08,3512,皇龍開發股份有限公司,OTC,25.15
5,2025-08-08,5212,凌網科技股份有限公司,OTC,43.76
6,2025-08-08,6020,大展證券股份有限公司,OTC,18.53
6,2025-08-08,1726,永記造漆工業股份有限公司,TWSE,75.5
6,2025-08-08,3413,京鼎精密科技股份有限公司,TWSE,310.81
6,2025-08-08,2722,夏都國際開發股份有限公司,TWSE,29.55
6,2025-08-08,2743,山富國際旅行社股份有限公司,OTC,94.34
7,2025-08-08,3308,聯德電子股份有限公司,TWSE,18.0
7,2025-08-08,6015,宏遠證券股份有限公司,OTC,10.65
7,2025-08-08,1563,巧新科技工業股份有限公司,TWSE,49.7
7,2025-08-08,2908,特力股份有限公司,TWSE,19.83
7,2025-08-08,6138,茂達電子股份有限公司,OTC,178.0
8,2025-08-08,3015,全漢企業股份有限公司,TWSE,53.2
8,2025-08-08,5210,寶碩財務科技股份有限公司,OTC,28.7
8,2025-08-08,2482,連宇股份有限公司,TWSE,18.7
8,2025-08-08,2923,鼎固控股有限公司,TWSE,22.51
8,2025-08-08,1736,喬山健康科技股份有限公司,TWSE,155.5
9,2025-08-08,4198,欣大健康投資控股股份有限公司,OTC,40.6
9,2025-08-08,8059,凱碩科技股份有限公司,OTC,32.4
9,2025-08-08,7730,暉盛科技股份有限公司,TWSE,127.0
9,2025-08-08,1444,力麗企業股份有限公司,TWSE,6.42
9,2025-08-08,3234,光環科技股份有限公司,OTC,33.8
