monkey_id,pick_date,code,name,market,close
0,2025-09-05,6697,東捷資訊服務股份有限公司,OTC,50.32
0,2025-09-05,2409,友達光電股份有限公司,TWSE,12.3
0,2025-09-05,6906,現觀科技股份有限公司,TWSE,122.0
0,2025-09-05,3672,康聯訊科技股份有限公司,OTC,14.2
0,2025-09-05,3546,宇峻奧汀科技股份有限公司,OTC,80.19
1,2025-09-05,4123,晟德大藥廠股份有限公司,OTC,37.56
1,2025-09-05,2480,敦陽科技股份有限公司,TWSE,161.05
1,2025-09-05,8940,新天地國際實業股份有限公司,TWSE,20.1
1,2025-09-05,4916,事欣科技股份有限公司,TWSE,63.6
1,2025-09-05,2534,宏盛建設股份有限公司,TWSE,20.47
2,2025-09-05,6205,詮欣股份有限公司,TWSE,43.72
2,2025-09-05,4588,玖鼎電力資訊股份有限公司,TWSE,63.7
2,2025-09-05,3078,僑威科技股份有限公司,OTC,86.8
2,2025-09-05,6982,大井泵浦工業股份有限公司,OTC,71.01
2,2025-09-05,4506,崇友實業(股)公司,OTC,126.5
3,2025-09-05,2357,華碩電腦股份有限公司,TWSE,606.3
3,2025-09-05,1618,合機電線電纜股份有限公司,TWSE,46.8
3,2025-09-05,4169,泰宗生物科技股份有限公司,TWSE,101.0
3,2025-09-05,8436,大江生醫股份有限公司,OTC,120.5
3,2025-09-05,6739,竹陞科技股份有限公司,OTC,590.93
4,2025-09-05,1512,瑞利企業股份有限公司,TWSE,7.95
4,2025-09-05,4513,福裕事業股份有限公司,OTC,22.05
4,2025-09-05,1465,偉全實業股份有限公司,TWSE,13.2
4,2025-09-05,6516,勤崴國際科技股份有限公司,OTC,63.92
4,2025-09-05,5903,全家便利商店股份有限公司,OTC,196.0
5,2025-09-05,6451,訊芯科技控股股份有限公司,TWSE,161.0
5,2025-09-05,8047,星雲電腦股份有限公司,OTC,13.65
5,2025-09-05,4556,旭然國際股份有限公司,OTC,22.95
5,2025-09-05,3044,健鼎科技股份有限公司,TWSE,298.5
5,2025-09-05,8478,東哥企業股份有限公司,TWSE,195.0
6,2025-09-05,6899,創為精密材料股份有限公司,OTC,50.1
6,2025-09-05,6794,向榮生醫科技股份有限公司,TWSE,78.0
6,2025-09-05,6488,環球晶圓股份有限公司,OTC,368.71
6,2025-09-05,8996,高力熱處理工業股份有限公司,TWSE,333.19
6,2025-09-05,2023,燁輝企業股份有限公司,TWSE,15.15
7,2025-09-05,3406,玉晶光電股份有限公司,TWSE,432.93
7,2025-09-05,7705,三商餐飲股份有限公司,TWSE,41.86
7,2025-09-05,8426,紅木集團有限公司,OTC,27.94
7,2025-09-05,2031,新光鋼鐵股份有限公司,TWSE,41.27
7,2025-09-05,8442,威宏控股股份有限公司,TWSE,78.4
8,2025-09-05,6560,欣普羅光電股份有限公司,OTC,45.1
8,2025-09-05,3467,台灣精材股份有限公司,OTC,49.8
8,2025-09-05,1268,漢來美食股份有限公司,OTC,155.07
8,2025-09-05,6170,統振股份有限公司,OTC,47.19
8,2025-09-05,3289,宜特科技股份有限公司,OTC,127.68
9,2025-09-05,4999,鑫禾科技股份有限公司,TWSE,26.8
9,2025-09-05,2949,欣新網股份有限公司,OTC,72.5
9,2025-09-05,2227,裕隆日產汽車股份有限公司,TWSE,55.6
9,2025-09-05,6417,韋僑科技股份有限公司,OTC,99.5
9,2025-09-05,6208,日揚科技股份有限公司,OTC,48.95
