monkey_id,pick_date,code,name,market,close
0,2025-01-17,3218,大學光學科技股份有限公司,OTC,182.14
0,2025-01-17,4556,旭然國際股份有限公司,OTC,31.28
0,2025-01-17,1605,華新麗華股份有限公司,TWSE,22.41
0,2025-01-17,3189,景碩科技股份有限公司,TWSE,96.51
0,2025-01-17,9949,琉園股份有限公司,OTC,23.3
1,2025-01-17,4123,晟德大藥廠股份有限公司,OTC,37.75
1,2025-01-17,6142,友勁科技股份有限公司,TWSE,10.5
1,2025-01-17,1503,士林電機廠股份有限公司,TWSE,172.14
1,2025-01-17,4728,雙美生物科技股份有限公司,OTC,264.13
1,2025-01-17,1718,中國人造纖維股份有限公司,TWSE,7.5
2,2025-01-17,9917,中興保全科技股份有限公司,TWSE,111.82
2,2025-01-17,2884,玉山金融控股股份有限公司,TWSE,25.29
2,2025-01-17,1760,寶齡富錦生技股份有限公司,TWSE,77.48
2,2025-01-17,2107,厚生股份有限公司,TWSE,23.04
2,2025-01-17,8183,台灣精星科技股份有限公司,OTC,37.53
3,2025-01-17,3709,鑫聯大投資控股股份有限公司,OTC,28.26
3,2025-01-17,6844,諾貝兒寶貝股份有限公司,OTC,124.77
3,2025-01-17,4942,嘉彰股份有限公司,TWSE,38.04
3,2025-01-17,3293,鈊象電子股份有限公司,OTC,863.33
3,2025-01-17,6209,今國光學工業股份有限公司,TWSE,26.5
4,2025-01-17,4142,國光生物科技股份有限公司,TWSE,22.1
4,2025-01-17,3349,寶德科技股份有限公司,OTC,15.4
4,2025-01-17,6574,霈方國際股份有限公司,OTC,51.42
4,2025-01-17,1460,宏遠興業股份有限公司,TWSE,7.1
4,2025-01-17,4420,光明絲織廠股份有限公司,OTC,45.61
5,2025-01-17,8478,東哥企業股份有限公司,TWSE,184.96
5,2025-01-17,3114,好德科技股份有限公司,OTC,23.95
5,2025-01-17,6869,雲豹能源科技股份有限公司,TWSE,155.73
5,2025-01-17,3293,鈊象電子股份有限公司,OTC,863.33
5,2025-01-17,2371,大同股份有限公司,TWSE,41.77
6,2025-01-17,6743,安普新股份有限公司,TWSE,41.8
6,2025-01-17,4952,凌通科技股份有限公司,TWSE,48.27
6,2025-01-17,9921,巨大機械工業股份有限公司,TWSE,142.96
6,2025-01-17,1413,宏洲纖維工業股份有限公司,TWSE,11.2
6,2025-01-17,1720,生達化學製藥股份有限公司,TWSE,57.97
7,2025-01-17,4116,明基三豐醫療器材股份有限公司,OTC,41.11
7,2025-01-17,8038,長園科技實業股份有限公司,OTC,26.0
7,2025-01-17,6125,廣運機械工程股份有限公司,OTC,85.71
7,2025-01-17,5011,久陽精密股份有限公司,OTC,19.74
7,2025-01-17,1580,新麥企業股份有限公司,OTC,138.37
8,2025-01-17,6719,力智電子股份有限公司,TWSE,228.11
8,2025-01-17,2712,遠雄悅來大飯店股份有限公司,TWSE,25.55
8,2025-01-17,4576,大銀微系統股份有限公司,TWSE,140.74
8,2025-01-17,1423,利華羊毛工業股份有限公司,TWSE,33.01
8,2025-01-17,6591,動力科技股份有限公司,TWSE,45.27
9,2025-01-17,5609,中菲行國際物流股份有限公司,OTC,70.0
9,2025-01-17,8039,台虹科技股份有限公司,TWSE,40.74
9,2025-01-17,5520,力泰建設企業股份有限公司,OTC,70.17
9,2025-01-17,910322,康師傅控股有限公司,TWSE,21.58
9,2025-01-17,6414,樺漢科技股份有限公司,TWSE,263.7
