monkey_id,pick_date,code,name,market,close
0,2025-10-31,2379,瑞昱半導體股份有限公司,TWSE,515.0
0,2025-10-31,3576,聯合再生能源股份有限公司,TWSE,6.84
0,2025-10-31,3623,富晶通科技股份有限公司,OTC,21.55
0,2025-10-31,2231,為升電裝工業股份有限公司,TWSE,101.5
0,2025-10-31,3060,銘異科技股份有限公司,TWSE,22.05
1,2025-10-31,4416,三圓建設股份有限公司,OTC,55.9
1,2025-10-31,2109,華豐橡膠工業股份有限公司,TWSE,14.6
1,2025-10-31,4907,富宇地產股份有限公司,OTC,39.8
1,2025-10-31,4536,拓凱實業股份有限公司,TWSE,186.0
1,2025-10-31,2337,旺宏電子股份有限公司,TWSE,31.2
2,2025-10-31,8349,恒耀國際股份有限公司,OTC,40.89
2,2025-10-31,1525,江申工業股份有限公司,TWSE,59.27
2,2025-10-31,7584,樂意傳播股份有限公司,OTC,51.0
2,2025-10-31,6674,鋐寶科技股份有限公司,TWSE,20.75
2,2025-10-31,4526,東台精機股份有限公司,TWSE,32.5
3,2025-10-31,8358,金居開發股份有限公司,OTC,234.5
3,2025-10-31,5469,瀚宇博德股份有限公司,TWSE,94.5
3,2025-10-31,6222,立軒開發建設股份有限公司,OTC,19.8
3,2025-10-31,4904,遠傳電信股份有限公司,TWSE,89.08
3,2025-10-31,3035,智原科技股份有限公司,TWSE,180.87
4,2025-10-31,6263,普萊德科技股份有限公司,OTC,126.81
4,2025-10-31,2495,普安科技股份有限公司,TWSE,23.0
4,2025-10-31,2415,錩新科技股份有限公司,TWSE,24.15
4,2025-10-31,6835,圓裕企業股份有限公司,TWSE,37.88
4,2025-10-31,2305,全友電腦股份有限公司,TWSE,10.65
5,2025-10-31,9946,三發地產股份有限公司,TWSE,17.3
5,2025-10-31,6741,"91APP, Inc.",OTC,69.73
5,2025-10-31,2855,統一綜合證券股份有限公司,TWSE,22.74
5,2025-10-31,1907,永豐餘投資控股股份有限公司,TWSE,25.4
5,2025-10-31,6218,豪勉科技股份有限公司,OTC,19.2
6,2025-10-31,5516,雙喜營造股份有限公司,OTC,14.65
6,2025-10-31,9958,世紀鋼鐵結構股份有限公司,TWSE,153.5
6,2025-10-31,2359,所羅門股份有限公司,TWSE,131.5
6,2025-10-31,6605,帝寶工業股份有限公司,TWSE,136.5
6,2025-10-31,8045,達運光電股份有限公司,TWSE,79.62
7,2025-10-31,5220,萬達光電科技股份有限公司,OTC,18.33
7,2025-10-31,6982,大井泵浦工業股份有限公司,OTC,63.33
7,2025-10-31,3489,森寶開發股份有限公司,OTC,19.45
7,2025-10-31,3067,全域股份有限公司,OTC,18.25
7,2025-10-31,1713,國泰化工廠股份有限公司,TWSE,44.95
8,2025-10-31,4413,飛寶企業股份有限公司,OTC,19.2
8,2025-10-31,2373,震旦行股份有限公司,TWSE,53.97
8,2025-10-31,5321,美而快國際股份有限公司,OTC,38.85
8,2025-10-31,1603,中華電線電纜股份有限公司,TWSE,38.2
8,2025-10-31,7610,聯友金屬科技股份有限公司,TWSE,107.5
9,2025-10-31,5203,訊連科技股份有限公司,TWSE,94.0
9,2025-10-31,2230,泰茂實業股份有限公司,OTC,96.64
9,2025-10-31,3311,閎暉實業股份有限公司,TWSE,34.4
9,2025-10-31,6693,廣閎科技股份有限公司,OTC,70.43
9,2025-10-31,3150,鈺寶科技股份有限公司,TWSE,21.2
