monkey_id,pick_date,code,name,market,close
0,2026-02-26,6239,力成科技股份有限公司,TWSE,258.0
0,2026-02-26,1533,車王電子股份有限公司,TWSE,30.9
0,2026-02-26,3033,威健實業股份有限公司,TWSE,31.85
0,2026-02-26,2028,威致鋼鐵工業股份有限公司,TWSE,19.06
0,2026-02-26,6698,旭暉應用材料股份有限公司,TWSE,34.6
1,2026-02-26,6986,和迅生命科學股份有限公司,OTC,55.0
1,2026-02-26,1796,金穎生物科技股份有限公司,OTC,43.05
1,2026-02-26,8234,新漢股份有限公司,OTC,70.5
1,2026-02-26,3593,力銘科技股份有限公司,TWSE,12.25
1,2026-02-26,3360,尚立股份有限公司,OTC,17.1
2,2026-02-26,2504,國產建材實業股份有限公司,TWSE,34.44
2,2026-02-26,4406,新昕纖維股份有限公司,OTC,10.2
2,2026-02-26,2406,國碩科技工業股份有限公司,TWSE,33.05
2,2026-02-26,2067,嘉鋼精密工業股份有限公司,OTC,10.25
2,2026-02-26,3268,海德威電子工業股份有限公司,OTC,16.1
3,2026-02-26,6165,浪凡網路科技股份有限公司,TWSE,43.15
3,2026-02-26,8111,立碁電子工業股份有限公司,OTC,69.35
3,2026-02-26,3057,喬鼎資訊股份有限公司,TWSE,16.55
3,2026-02-26,5904,寶雅國際股份有限公司,OTC,506.0
3,2026-02-26,5209,新鼎系統股份有限公司,OTC,155.82
4,2026-02-26,2106,建大工業股份有限公司,TWSE,19.51
4,2026-02-26,6294,智基科技開發股份有限公司,OTC,40.2
4,2026-02-26,2540,愛山林建設開發股份有限公司,TWSE,46.5
4,2026-02-26,2025,千興不銹鋼(股)公司,TWSE,12.05
4,2026-02-26,6657,華安醫學股份有限公司,TWSE,47.7
5,2026-02-26,2883,凱基金融控股股份有限公司,TWSE,21.21
5,2026-02-26,6936,永鴻國際生技股份有限公司,TWSE,34.51
5,2026-02-26,2390,云辰電子開發股份有限公司,TWSE,10.35
5,2026-02-26,6661,威健股份有限公司,OTC,18.75
5,2026-02-26,6708,天擎積體電路股份有限公司,OTC,43.2
6,2026-02-26,6846,綠茵生技股份有限公司,OTC,67.01
6,2026-02-26,9904,寶成工業股份有限公司,TWSE,29.44
6,2026-02-26,6122,擎邦國際科技工程股份有限公司,OTC,52.8
6,2026-02-26,4972,湯石照明科技股份有限公司,OTC,17.85
6,2026-02-26,6231,系微股份有限公司,OTC,194.5
7,2026-02-26,6838,台新藥股份有限公司,TWSE,28.15
7,2026-02-26,3290,東浦精密光電股份有限公司,OTC,48.54
7,2026-02-26,2504,國產建材實業股份有限公司,TWSE,34.44
7,2026-02-26,3138,耀登科技股份有限公司,TWSE,198.0
7,2026-02-26,2393,億光電子工業股份有限公司,TWSE,58.7
8,2026-02-26,3520,華盈電子股份有限公司,OTC,15.2
8,2026-02-26,3444,利機企業股份有限公司,OTC,68.2
8,2026-02-26,2442,新美齊股份有限公司,TWSE,19.95
8,2026-02-26,5220,萬達光電科技股份有限公司,OTC,19.37
8,2026-02-26,6753,龍德造船工業股份有限公司,TWSE,153.0
9,2026-02-26,6640,均華精密工業股份有限公司,OTC,795.16
9,2026-02-26,2313,華通電腦股份有限公司,TWSE,202.48
9,2026-02-26,2762,世界健身股份有限公司,TWSE,73.49
9,2026-02-26,6698,旭暉應用材料股份有限公司,TWSE,34.6
9,2026-02-26,3211,順達科技股份有限公司,OTC,300.8
