monkey_id,pick_date,code,name,market,close
0,2026-01-30,1439,雋揚國際股份有限公司,TWSE,29.95
0,2026-01-30,7765,中華資安國際股份有限公司,TWSE,247.06
0,2026-01-30,3611,鼎翰科技股份有限公司,OTC,194.0
0,2026-01-30,2303,聯華電子股份有限公司,TWSE,61.35
0,2026-01-30,2235,謚源實業股份有限公司,OTC,36.55
1,2026-01-30,4943,開曼康而富控股股份有限公司,TWSE,11.8
1,2026-01-30,1414,東和紡織股份有限公司,TWSE,19.52
1,2026-01-30,7795,長廣精機股份有限公司,TWSE,446.71
1,2026-01-30,3691,碩禾電子材料股份有限公司,OTC,118.0
1,2026-01-30,4529,淳紳股份有限公司,OTC,3.4
2,2026-01-30,6721,信實保全股份有限公司,OTC,58.14
2,2026-01-30,2849,安泰商業銀行股份有限公司,TWSE,13.4
2,2026-01-30,6160,欣技資訊股份有限公司,OTC,17.6
2,2026-01-30,3661,世芯電子股份有限公司,TWSE,3125.0
2,2026-01-30,3038,全台晶像股份有限公司,TWSE,22.25
3,2026-01-30,2330,台灣積體電路製造股份有限公司,TWSE,1764.52
3,2026-01-30,2402,毅嘉科技股份有限公司,TWSE,53.2
3,2026-01-30,3313,斐成開發科技股份有限公司,OTC,13.5
3,2026-01-30,6015,宏遠證券股份有限公司,OTC,13.53
3,2026-01-30,9943,好樂迪股份有限公司,TWSE,56.0
4,2026-01-30,3207,耀勝電子股份有限公司,OTC,69.9
4,2026-01-30,3147,大綜電腦系統股份有限公司,OTC,166.0
4,2026-01-30,8924,大田精密工業股份有限公司,OTC,66.55
4,2026-01-30,6570,維田科技股份有限公司,OTC,39.35
4,2026-01-30,2929,淘帝國際控股有限公司,TWSE,7.75
5,2026-01-30,2424,隴華電子股份有限公司,TWSE,39.5
5,2026-01-30,1203,味王股份有限公司,TWSE,39.35
5,2026-01-30,2524,京城建設股份有限公司,TWSE,41.5
5,2026-01-30,9933,中鼎工程股份有限公司,TWSE,31.0
5,2026-01-30,6556,勝品電通股份有限公司,OTC,68.9
6,2026-01-30,6597,立誠光電股份有限公司,OTC,58.68
6,2026-01-30,6560,欣普羅光電股份有限公司,OTC,41.0
6,2026-01-30,6689,伊雲谷數位科技股份有限公司,TWSE,60.1
6,2026-01-30,1527,鑽全實業股份有限公司,TWSE,34.2
6,2026-01-30,1725,元禎企業股份有限公司,TWSE,26.94
7,2026-01-30,2382,廣達電腦股份有限公司,TWSE,280.0
7,2026-01-30,1443,立益物流開發股份有限公司,TWSE,27.5
7,2026-01-30,8021,尖點科技股份有限公司,TWSE,205.0
7,2026-01-30,6763,綠界科技股份有限公司,OTC,53.0
7,2026-01-30,4903,聯合光纖通信股份有限公司,OTC,40.0
8,2026-01-30,6215,和椿科技股份有限公司,TWSE,116.5
8,2026-01-30,6191,精成科技股份有限公司,TWSE,108.5
8,2026-01-30,9802,鈺齊國際股份有限公司,TWSE,92.39
8,2026-01-30,4566,時碩工業股份有限公司,TWSE,56.73
8,2026-01-30,8066,來思達國際企業股份有限公司,OTC,20.43
9,2026-01-30,3438,台灣類比科技股份有限公司,OTC,49.0
9,2026-01-30,2302,麗正國際科技股份有限公司,TWSE,19.46
9,2026-01-30,4571,鈞興機電國際股份有限公司,TWSE,181.49
9,2026-01-30,3631,晟楠科技股份有限公司,OTC,28.2
9,2026-01-30,5450,南良國際股份有限公司,OTC,14.85
