monkey_id,pick_date,code,name,market,close
0,2025-04-25,9924,台灣福興工業股份有限公司,TWSE,50.0
0,2025-04-25,8096,擎亞電子股份有限公司,OTC,50.78
0,2025-04-25,6821,聯寶電子股份有限公司,OTC,36.67
0,2025-04-25,1339,昭輝實業股份有限公司,TWSE,49.53
0,2025-04-25,5007,三星科技股份有限公司,TWSE,50.46
1,2025-04-25,4973,廣穎電通股份有限公司,OTC,24.93
1,2025-04-25,5211,蒙恬科技股份有限公司,OTC,23.95
1,2025-04-25,5356,協益電子股份有限公司,OTC,24.63
1,2025-04-25,8937,合騏工業股份有限公司,OTC,33.73
1,2025-04-25,4439,冠星集團控股有限公司,TWSE,79.24
2,2025-04-25,6661,威健股份有限公司,OTC,20.2
2,2025-04-25,6581,台灣鋼聯股份有限公司,TWSE,95.25
2,2025-04-25,1907,永豐餘投資控股股份有限公司,TWSE,25.4
2,2025-04-25,6140,訊達電腦股份有限公司,OTC,42.73
2,2025-04-25,2542,興富發建設股份有限公司,TWSE,36.58
3,2025-04-25,2356,英業達股份有限公司,TWSE,38.65
3,2025-04-25,6147,頎邦科技股份有限公司,OTC,55.53
3,2025-04-25,4169,泰宗生物科技股份有限公司,TWSE,52.51
3,2025-04-25,2338,台灣光罩股份有限公司,TWSE,30.0
3,2025-04-25,3095,及成企業股份有限公司,OTC,34.35
4,2025-04-25,6217,中國探針股份有限公司,OTC,27.25
4,2025-04-25,2415,錩新科技股份有限公司,TWSE,21.19
4,2025-04-25,6983,華洋精機股份有限公司,OTC,102.42
4,2025-04-25,2534,宏盛建設股份有限公司,TWSE,20.27
4,2025-04-25,3217,優群科技股份有限公司,OTC,132.34
5,2025-04-25,3550,聯穎科技股份有限公司,TWSE,12.4
5,2025-04-25,6722,輝創電子股份有限公司,TWSE,45.68
5,2025-04-25,4930,燦星網通股份有限公司,TWSE,23.86
5,2025-04-25,6214,精誠資訊股份有限公司,TWSE,109.41
5,2025-04-25,2413,環隆科技股份有限公司,TWSE,18.3
6,2025-04-25,3013,晟銘電子科技股份有限公司,TWSE,83.69
6,2025-04-25,8426,紅木集團有限公司,OTC,30.88
6,2025-04-25,6616,特昇國際股份有限公司,OTC,9.95
6,2025-04-25,4583,台灣精銳科技股份有限公司,TWSE,600.03
6,2025-04-25,8926,台灣汽電共生股份有限公司,TWSE,37.41
7,2025-04-25,6821,聯寶電子股份有限公司,OTC,36.67
7,2025-04-25,1467,南緯實業股份有限公司,TWSE,9.13
7,2025-04-25,912000,晨訊科技集團有限公司,TWSE,2.85
7,2025-04-25,9929,秋雨創新股份有限公司,TWSE,14.9
7,2025-04-25,1438,三地開發地產股份有限公司,TWSE,43.8
8,2025-04-25,3515,華擎科技股份有限公司,TWSE,159.42
8,2025-04-25,4440,宜新實業股份有限公司,TWSE,17.68
8,2025-04-25,4746,台耀化學股份有限公司,TWSE,56.51
8,2025-04-25,6143,振曜科技股份有限公司,OTC,104.8
8,2025-04-25,2027,大成不銹鋼工業股份有限公司,TWSE,41.39
9,2025-04-25,4804,大略國際控股有限公司,OTC,3.61
9,2025-04-25,5287,數字科技股份有限公司,OTC,163.41
9,2025-04-25,6982,大井泵浦工業股份有限公司,OTC,44.28
9,2025-04-25,6643,&#20870;星科技股份有限公司,OTC,505.07
9,2025-04-25,4560,強信機械科技股份有限公司,TWSE,31.34
