date,idx
2018-07-25,218.36
2018-07-26,220.03
2018-07-27,221.04
2018-07-30,218.16
2018-07-31,218.95
2018-08-01,219.93
2018-08-02,216.71
2018-08-03,219.4
2018-08-06,220.32
2018-08-07,221.11
2018-08-08,219.61
2018-08-09,217.9
2018-08-10,216.61
2018-08-13,208.25
2018-08-14,211.29
2018-08-15,207.98
2018-08-16,207.65
2018-08-17,206.8
2018-08-20,204.08
2018-08-21,207.16
2018-08-22,206.41
2018-08-23,206.17
2018-08-24,204.0
2018-08-27,207.62
2018-08-28,208.03
2018-08-29,208.79
2018-08-30,209.73
2018-08-31,210.47
2018-09-03,206.14
2018-09-04,208.38
2018-09-05,207.8
2018-09-06,206.74
2018-09-07,201.44
2018-09-10,194.28
2018-09-11,195.64
2018-09-12,193.01
2018-09-13,193.45
2018-09-14,197.37
2018-09-17,197.03
2018-09-18,194.07
2018-09-19,194.64
2018-09-20,193.8
2018-09-21,196.86
2018-09-25,197.6
2018-09-26,196.83
2018-09-27,195.6
2018-09-28,196.1
2018-10-01,197.91
2018-10-02,197.1
2018-10-03,194.66
2018-10-04,193.23
2018-10-05,186.14
2018-10-08,183.71
2018-10-09,180.82
2018-10-11,167.37
2018-10-12,171.43
2018-10-15,172.34
2018-10-16,173.12
2018-10-17,174.61
2018-10-18,173.59
2018-10-19,172.06
2018-10-22,174.1
2018-10-23,170.65
2018-10-24,169.91
2018-10-25,163.43
2018-10-26,161.38
2018-10-29,162.28
2018-10-30,162.39
2018-10-31,167.11
2018-11-01,171.37
2018-11-02,173.97
2018-11-05,174.35
2018-11-06,171.34
2018-11-07,174.33
2018-11-08,174.5
2018-11-09,174.33
2018-11-12,173.57
2018-11-13,173.05
2018-11-14,173.5
2018-11-15,174.18
2018-11-16,174.46
2018-11-19,175.97
2018-11-20,175.65
2018-11-21,177.64
2018-11-22,176.46
2018-11-23,174.98
2018-11-26,177.12
2018-11-27,180.89
2018-11-28,183.74
2018-11-29,185.64
2018-11-30,186.87
2018-12-03,191.78
2018-12-04,190.84
2018-12-05,187.94
2018-12-06,181.76
2018-12-07,184.19
2018-12-10,181.67
2018-12-11,182.94
2018-12-12,186.2
2018-12-13,186.96
2018-12-14,185.98
2018-12-17,186.12
2018-12-18,184.08
2018-12-19,183.17
2018-12-20,180.35
2018-12-21,182.07
2018-12-22,181.71
2018-12-24,182.16
2018-12-25,180.03
2018-12-26,178.38
2018-12-27,181.52
2018-12-28,181.38
2019-01-02,181.88
2019-01-03,180.62
2019-01-04,179.6
2019-01-07,182.26
2019-01-08,183.09
2019-01-09,184.23
2019-01-10,184.73
2019-01-11,184.42
2019-01-14,183.31
2019-01-15,185.25
2019-01-16,185.74
2019-01-17,184.95
2019-01-18,185.87
2019-01-21,187.08
2019-01-22,186.49
2019-01-23,187.22
2019-01-24,188.08
2019-01-25,189.6
2019-01-28,190.37
2019-01-29,189.66
2019-01-30,190.72
2019-02-11,193.37
2019-02-12,195.71
2019-02-13,197.62
2019-02-14,199.11
2019-02-15,198.37
2019-02-18,199.58
2019-02-19,200.26
