pick_date,code,name,market,close,alpha120,beta120,d240h,rank
2026-06-26,6139,亞翔工程股份有限公司,TWSE,878.0,0.2018,0.909,-0.0079,38
2026-06-26,5511,德昌營造股份有限公司,OTC,77.3,0.1839,0.172,-0.009,39
2026-06-26,8932,智通科創股份有限公司,OTC,111.0,0.1717,0.566,-0.0653,40
2026-06-26,2906,高林實業股份有限公司,TWSE,14.2,0.1589,0.041,-0.0766,41
2026-06-26,3588,通嘉科技股份有限公司,TWSE,71.6,0.1468,0.78,-0.0567,42
2026-06-26,6241,鑫永洋科技股份有限公司,OTC,15.25,0.1388,0.394,-0.0557,43
2026-06-26,2886,兆豐金融控股股份有限公司,TWSE,46.15,0.0943,0.158,-0.0107,44
2026-06-26,4554,橙的電子股份有限公司,OTC,31.3,0.088,0.263,-0.1819,45
2026-06-26,2006,東和鋼鐵企業股份有限公司,TWSE,69.8,0.0405,0.257,-0.1122,46
2026-06-26,2908,特力股份有限公司,TWSE,21.2,0.0268,0.111,-0.002,47
2026-06-26,2527,宏璟建設股份有限公司,TWSE,40.35,0.0216,0.768,0.0,48
2026-06-26,8443,阿瘦實業股份有限公司,TWSE,11.5,0.0174,0.063,-0.0574,49
2026-06-26,2404,漢唐集成股份有限公司,TWSE,1340.0,0.0126,0.911,-0.029,50
2026-06-26,2801,彰化商業銀行股份有限公司,TWSE,23.4,0.0037,0.22,-0.0043,51
2026-06-26,9905,大華金屬工業股份有限公司,TWSE,21.1,0.0024,0.123,-0.0387,52
2026-06-26,8049,晶采光電科技股份有限公司,OTC,28.0,-0.002,0.24,-0.0036,53
2026-06-26,6582,申豐特用應材股份有限公司,TWSE,33.5,-0.0084,0.026,-0.1043,54
2026-06-26,2618,長榮航空股份有限公司,TWSE,41.73,-0.0178,0.436,-0.0157,55
2026-06-26,6691,洋基工程股份有限公司,TWSE,793.0,-0.0215,0.747,-0.005,56
2026-06-26,2892,第一金融控股股份有限公司,TWSE,32.65,-0.023,0.207,-0.0061,57
2026-06-26,3230,錦明實業股份有限公司,OTC,39.85,-0.0245,0.222,-0.3962,58
2026-06-26,1730,花仙子企業股份有限公司,TWSE,50.58,-0.0355,0.06,-0.0183,59
2026-06-26,2834,臺灣中小企業銀行股份有限公司,TWSE,17.75,-0.0386,0.23,-0.0139,60
2026-06-26,9928,中國電視事業股份有限公司,TWSE,18.65,-0.0447,0.063,-0.1077,61
2026-06-26,1414,東和紡織股份有限公司,TWSE,17.6,-0.0471,0.081,-0.1481,62
2026-06-26,8284,三竹資訊股份有限公司,OTC,61.92,-0.0535,0.122,-0.0448,63
2026-06-26,6246,臺龍電子股份有限公司,OTC,16.2,-0.0566,0.461,-0.202,64
2026-06-26,1515,力山工業股份有限公司,TWSE,30.5,-0.0638,0.376,-0.0432,65
2026-06-26,6901,鑽石生技投資股份有限公司,TWSE,18.3,-0.0721,0.283,-0.1327,66
2026-06-26,2013,中國鋼鐵結構股份有限公司,TWSE,41.36,-0.0733,0.166,-0.031,67
2026-06-26,3567,逸昌科技股份有限公司,OTC,29.8,-0.0774,0.472,-0.0731,68
2026-06-26,2739,寒舍餐旅管理顧問股份有限公司,TWSE,37.5,-0.0937,0.21,-0.0886,69
2026-06-26,2910,統領百貨股份有限公司,TWSE,22.9,-0.0999,0.38,-0.0317,70
2026-06-26,1435,中福國際(股)公司,TWSE,22.65,-0.1004,0.319,-0.3473,71
2026-06-26,4506,崇友實業(股)公司,OTC,119.5,-0.1081,0.107,-0.0981,72
2026-06-26,1465,偉全實業股份有限公司,TWSE,12.6,-0.1237,0.122,-0.0562,73
2026-06-26,6803,崑鼎綠能環保股份有限公司,OTC,272.38,-0.1304,0.102,-0.0695,74
2026-06-26,3276,宇環科技股份有限公司,OTC,16.45,-0.1436,0.331,-0.068,75
2026-06-26,2610,中華航空股份有限公司,TWSE,23.2,-0.1444,0.496,-0.0413,76
2026-06-26,5880,合作金庫金融控股股份有限公司,TWSE,24.7,-0.1877,0.18,-0.0159,77
2026-06-26,4972,湯石照明科技股份有限公司,OTC,16.9,-0.1914,0.029,-0.1421,78
2026-06-26,7782,光速火箭股份有限公司,OTC,27.45,-0.1993,0.17,-0.3852,79
2026-06-26,9951,皇田工業股份有限公司,OTC,53.4,-0.2134,0.127,-0.1577,80
2026-06-26,7760,享溫馨企業股份有限公司,TWSE,32.5,-0.2262,0.154,-0.2143,81
2026-06-26,3059,華晶科技股份有限公司,TWSE,48.35,-0.2291,0.641,-0.2325,82
2026-06-26,6512,啟發電子股份有限公司,OTC,19.95,-0.2404,0.14,-0.1269,83
2026-06-26,6684,安格科技股份有限公司,OTC,62.5,-0.2501,0.729,-0.0849,84
2026-06-26,8482,商億全球控股有限公司,TWSE,48.52,-0.2628,0.328,-0.1397,85
2026-06-26,5547,久舜營造股份有限公司,OTC,19.54,-0.2686,0.099,-0.1904,86
2026-06-26,2633,台灣高速鐵路股份有限公司,TWSE,26.05,-0.2711,0.13,-0.0923,87
2026-06-26,6243,迅杰科技股份有限公司,TWSE,43.0,-0.2757,0.825,-0.0581,88
2026-06-26,4907,富宇地產股份有限公司,OTC,41.7,-0.2828,0.113,-0.1775,89
2026-06-26,6712,長聖國際生技股份有限公司,OTC,147.5,-0.2954,0.244,-0.1511,90
2026-06-26,3266,昇陽建設企業股份有限公司,TWSE,13.6,-0.3055,0.29,-0.0982,91
2026-06-26,2012,春雨工廠股份有限公司,TWSE,15.3,-0.3561,0.425,-0.1607,92
2026-06-26,4119,旭富製藥科技股份有限公司,TWSE,43.76,-0.3716,0.196,-0.3298,93
2026-06-26,1437,勤益投資控股股份有限公司,TWSE,30.1,-0.3875,0.134,-0.1221,94
2026-06-26,1229,聯華實業控股股份有限公司,TWSE,39.83,-0.3991,0.161,-0.1577,95
2026-06-26,2941,米斯特國際企業股份有限公司,OTC,36.1,-0.4185,0.132,-0.4498,96
2026-06-26,6496,科懋生物科技股份有限公司,OTC,25.3,-0.4317,0.161,-0.1623,97
2026-06-26,1233,天仁茶業股份有限公司,TWSE,28.2,-0.4616,0.213,-0.1582,98
2026-06-26,6757,台灣虎航股份有限公司,TWSE,62.6,-0.4673,0.39,-0.2402,99
2026-06-26,5432,新門科技股份有限公司,OTC,162.5,-0.4717,0.505,-0.1216,100
2026-06-26,5211,蒙恬科技股份有限公司,OTC,21.05,-0.4814,0.054,-0.3473,101
2026-06-26,8938,明安國際企業股份有限公司,OTC,53.7,-0.5198,0.14,-0.2393,102
2026-06-26,8033,雷虎科技股份有限公司,TWSE,140.5,-0.5256,0.595,-0.2527,103
2026-06-26,6144,得利影視股份有限公司,OTC,14.65,-0.6268,0.074,-0.3946,104
2026-06-26,7584,樂意傳播股份有限公司,OTC,30.0,-0.6497,0.079,-0.5392,105
2026-06-26,6409,旭隼科技股份有限公司,TWSE,977.0,-0.6507,0.822,-0.2372,106
2026-06-26,2207,和泰汽車股份有限公司,TWSE,481.0,-0.6567,0.435,-0.1924,107
2026-06-26,4128,中天生物科技股份有限公司,OTC,15.5,-0.6963,0.31,-0.4084,108
2026-06-26,2466,冠西電子企業股份有限公司,TWSE,58.0,-0.7952,0.662,-0.3647,109
2026-06-26,3625,西勝國際股份有限公司,OTC,16.7,-0.8192,0.418,-0.5159,110
2026-06-26,5469,瀚宇博德股份有限公司,TWSE,87.4,-1.0827,0.948,-0.2161,111
