pick_date,code,name,market,close,alpha120,beta120,d240h,rank,regime
2026-07-09,2377,微星,TWSE,145.0,0.3698,0.68,-0.0268,6,1
2026-07-09,2880,華南金,TWSE,38.85,0.1725,0.36,-0.0214,7,1
2026-07-09,2206,三陽工業,TWSE,64.2,0.108,0.049,-0.0375,8,1
2026-07-09,2547,日勝生,TWSE,11.45,0.0848,0.108,-0.0231,9,1
2026-07-09,1216,統一,TWSE,78.4,0.04,0.042,-0.0649,10,1
