pick_date,code,name,market,close,alpha120,beta120,d240h,rank,regime
2026-03-27,2347,聯強國際股份有限公司,TWSE,79.8,0.3055,0.443,-0.016,6,1
2026-03-27,2014,中鴻鋼鐵股份有限公司,TWSE,18.6,0.1632,0.411,-0.11,7,1
2026-03-27,4532,瑞智精密股份有限公司,TWSE,25.86,0.1537,0.217,-0.1286,8,1
2026-03-27,4938,和碩聯合科技股份有限公司,TWSE,77.42,0.1465,0.304,-0.0389,9,1
2026-03-27,2393,億光電子工業股份有限公司,TWSE,69.5,0.0463,0.33,-0.1218,10,1
