pick_date,code,name,market,close,alpha120,beta120,d240h,rank,regime
2025-05-16,2010,春源鋼鐵工業股份有限公司,TWSE,18.5,0.4588,0.734,-0.0122,6,1
2025-05-16,2303,聯華電子股份有限公司,TWSE,44.15,0.1671,0.654,-0.1464,7,1
2025-05-16,8926,台灣汽電共生股份有限公司,TWSE,41.72,0.1462,0.547,-0.0615,8,1
2025-05-16,2347,聯強國際股份有限公司,TWSE,68.42,0.0478,0.742,-0.1525,9,1
2025-05-16,5880,合作金庫金融控股股份有限公司,TWSE,23.64,0.0371,0.45,-0.0402,10,1
