pick_date,code,name,market,close,alpha120,beta120,d240h,rank,regime
2026-08-14,2890,永豐金,TWSE,40.55,0.4363,0.418,-0.0012,6,1
2026-08-14,2882,國泰金,TWSE,101.5,0.3201,0.487,-0.0898,7,1
2026-08-14,2362,藍天,TWSE,49.9,0.3119,0.561,-0.0235,8,1
2026-08-14,4566,時碩工業,TWSE,75.6,0.1636,0.783,-0.0092,9,1
2026-08-14,1909,榮成,TWSE,10.6,0.1024,0.097,-0.0742,10,1
