pick_date,code,name,market,close,alpha120,beta120,d240h,rank,regime
2026-02-26,2208,台灣國際造船股份有限公司,TWSE,24.35,0.4685,0.359,-0.1718,6,1
2026-02-26,2855,統一綜合證券股份有限公司,TWSE,30.94,0.3712,0.715,0.0,7,1
2026-02-26,2612,中國航運股份有限公司,TWSE,63.68,0.3068,0.287,-0.1126,8,1
2026-02-26,6285,啟碁科技股份有限公司,TWSE,183.9,0.2528,0.93,-0.0988,9,1
2026-02-26,6505,台塑石化股份有限公司,TWSE,53.29,0.2101,0.453,-0.0302,10,1
