pick_date,code,name,market,close,alpha120,beta120,d240h,rank,regime
2025-11-28,1587,吉茂精密股份有限公司,TWSE,43.35,0.5867,0.441,-0.0181,6,1
2025-11-28,2614,東森國際股份有限公司,TWSE,22.75,0.5799,0.428,0.0,7,1
2025-11-28,6603,富強鑫精密工業股份有限公司,OTC,21.55,0.5508,0.473,0.0,8,1
2025-11-28,2838,聯邦商業銀行股份有限公司,TWSE,19.75,0.4176,0.13,-0.0247,9,1
2025-11-28,2905,三商投資控股股份有限公司,TWSE,15.8,0.3611,0.324,-0.0247,10,1
