pick_date,code,name,market,close,alpha120,beta120,d240h,rank,regime
2025-10-17,2867,三商美邦人壽保險股份有限公司,TWSE,6.35,0.2533,0.139,-0.1325,6,1
2025-10-17,2441,超豐電子股份有限公司,TWSE,66.7,0.1903,0.522,0.0,7,1
2025-10-17,2836,高雄銀行股份有限公司,TWSE,12.2,0.1684,0.088,0.0,8,1
2025-10-17,2303,聯華電子股份有限公司,TWSE,44.98,0.1507,0.149,-0.0298,9,1
2025-10-17,1303,南亞塑膠工業股份有限公司,TWSE,41.75,0.1274,0.94,-0.093,10,1
