pick_date,code,name,market,close,alpha120,beta120,d240h,rank,regime
2025-10-09,2369,菱生精密工業股份有限公司,TWSE,20.6,0.3879,0.726,-0.055,6,1
2025-10-09,2890,永豐金融控股股份有限公司,TWSE,26.3,0.3855,0.338,0.0,7,1
2025-10-09,6265,方土昶股份有限公司,OTC,12.9,0.37,0.603,-0.0077,8,1
2025-10-09,3026,禾伸堂企業股份有限公司,TWSE,101.34,0.3589,0.371,0.0,9,1
2025-10-09,1612,宏泰電工股份有限公司,TWSE,36.65,0.3552,0.445,0.0,10,1
