pick_date,code,name,market,close,alpha120,beta120,d240h,rank,regime
2025-10-23,8926,台灣汽電共生股份有限公司,TWSE,48.77,0.3702,0.245,0.0,6,1
2025-10-23,5864,致和證券股份有限公司,OTC,13.53,0.3429,0.622,-0.005,7,1
2025-10-23,8404,百和興業股份有限公司(開曼),TWSE,28.0,0.3244,0.58,-0.083,8,1
2025-10-23,2880,華南金融控股股份有限公司,TWSE,29.85,0.2857,0.069,0.0,9,1
2025-10-23,2324,仁寶電腦工業股份有限公司,TWSE,33.78,0.2515,0.472,-0.0821,10,1
