pick_date,code,name,market,close,alpha120,beta120,d240h,rank,regime
2026-01-02,1717,長興材料工業股份有限公司,TWSE,41.42,0.7915,0.848,-0.088,6,1
2026-01-02,2441,超豐電子股份有限公司,TWSE,90.2,0.6479,0.748,0.0,7,1
2026-01-02,6548,長華科技股份有限公司,OTC,44.89,0.5747,0.875,-0.0345,8,1
2026-01-02,6944,兆聯實業股份有限公司,TWSE,699.0,0.5588,0.968,-0.0155,9,1
2026-01-02,6664,群翊工業股份有限公司,OTC,307.0,0.5201,0.865,-0.03,10,1
