pick_date,code,name,market,close,alpha120,beta120,d240h,rank,regime
2025-07-11,2834,臺灣中小企業銀行股份有限公司,TWSE,15.27,0.194,0.604,-0.0255,6,1
2025-07-11,2836,高雄銀行股份有限公司,TWSE,11.93,0.1888,0.547,0.0,7,1
2025-07-11,1216,統一企業股份有限公司,TWSE,81.82,0.1824,0.367,-0.0588,8,1
2025-07-11,2820,中華票券金融股份有限公司,TWSE,14.76,0.179,0.266,0.0,9,1
2025-07-11,2880,華南金融控股股份有限公司,TWSE,26.81,0.129,0.465,-0.0053,10,1
