pick_date,code,name,market,close,alpha120,beta120,d240h,rank,regime
2025-09-19,3031,佰鴻工業股份有限公司,TWSE,20.9,-0.2148,1.0,-0.1364,6,1
2025-09-19,9941,裕融企業股份有限公司,TWSE,103.0,-0.2161,0.797,-0.2531,7,1
2025-09-19,3042,台灣晶技股份有限公司,TWSE,89.89,-0.2638,0.848,-0.1997,8,1
2025-09-19,2855,統一綜合證券股份有限公司,TWSE,21.68,-0.3211,0.881,-0.0751,9,1
2025-09-19,8070,長華電材股份有限公司,TWSE,39.0,-0.3546,0.978,-0.3568,10,1
