pick_date,code,name,market,close,alpha120,beta120,d240h,rank,regime
2026-08-21,2537,聯上發,TWSE,11.7,0.1964,0.157,-0.0565,6,1
2026-08-21,4976,佳凌,TWSE,38.0,0.1282,0.735,-0.3391,7,1
2026-08-21,6177,達麗,TWSE,47.5,0.1193,0.099,-0.0892,8,1
2026-08-21,1102,亞泥,TWSE,34.95,0.0779,0.057,-0.0404,9,1
2026-08-21,2845,遠東銀,TWSE,13.65,0.0419,0.134,0.0,10,1
