pick_date,code,name,market,close,alpha120,beta120,d240h,rank,regime
2025-07-04,2884,玉山金融控股股份有限公司,TWSE,30.55,0.4569,0.531,0.0,6,1
2025-07-04,3052,夆典科技開發股份有限公司,TWSE,13.14,0.4254,0.7,-0.0214,7,1
2025-07-04,2812,台中商業銀行股份有限公司,TWSE,20.27,0.3662,0.583,0.0,8,1
2025-07-04,2607,長榮國際儲運股份有限公司,TWSE,56.35,0.3356,0.784,-0.0085,9,1
2025-07-04,3055,蔚華科技股份有限公司,TWSE,63.71,0.21,0.744,-0.308,10,1
