pick_date,code,name,market,close,alpha120,beta120,d240h,rank,regime
2025-02-07,6689,伊雲谷數位科技股份有限公司,TWSE,122.41,0.6379,0.548,-0.0164,6,1
2025-02-07,6279,胡連精密股份有限公司,OTC,172.82,0.6069,0.651,0.0,7,1
2025-02-07,3015,全漢企業股份有限公司,TWSE,63.01,0.5982,0.476,-0.0472,8,1
2025-02-07,2393,億光電子工業股份有限公司,TWSE,82.58,0.4746,0.629,0.0,9,1
2025-02-07,5388,中磊電子股份有限公司,TWSE,123.88,0.4489,0.675,-0.0788,10,1
