pick_date,code,name,market,close,alpha120,beta120,d240h,rank,regime
2025-03-21,1616,億泰電線電纜股份有限公司,TWSE,21.85,0.4518,0.224,-0.185,6,0
2025-03-21,2630,亞洲航空股份有限公司,TWSE,36.84,0.4369,0.25,-0.1516,7,0
2025-03-21,8222,寶一科技股份有限公司,TWSE,42.87,0.4051,0.367,-0.1123,8,0
2025-03-21,5876,上海商業儲蓄銀行股份有限公司,TWSE,43.21,0.3481,0.094,-0.0297,9,0
2025-03-21,6156,松上電子股份有限公司,OTC,29.34,0.2739,0.811,-0.2391,10,1
