pick_date,code,name,market,close,alpha120,beta120,d240h,rank
2026-06-12,4542,科嶠工業股份有限公司,OTC,335.5,3.0786,0.92,-0.0289,1
2026-06-12,4741,泓瀚科技股份有限公司,OTC,77.64,2.6023,0.444,-0.037,2
2026-06-12,2243,宏旭控股股份有限公司,TWSE,37.2,2.3749,0.45,0.0,3
2026-06-12,4556,旭然國際股份有限公司,OTC,66.8,1.9735,0.393,0.0,4
2026-06-12,2484,希華晶體科技股份有限公司,TWSE,66.7,1.8336,0.959,0.0,5
2026-06-12,9136,巨騰國際控股有限公司,TWSE,17.35,1.8304,0.285,-0.0225,6
2026-06-12,3550,聯穎科技股份有限公司,TWSE,29.05,1.6495,0.316,0.0,7
2026-06-12,4807,日成控股股份有限公司,TWSE,41.0,1.5596,0.37,0.0,8
2026-06-12,3042,台灣晶技股份有限公司,TWSE,220.07,1.5464,0.691,-0.0447,9
2026-06-12,2478,大毅科技股份有限公司,TWSE,171.5,1.5346,0.823,-0.0338,10
2026-06-12,6949,沛爾生技醫藥股份有限公司,TWSE,717.0,1.4049,0.304,-0.1711,11
2026-06-12,6672,騰輝電子國際集團股份有限公司,TWSE,221.0,1.3783,0.83,-0.0391,12
2026-06-12,2483,百容電子股份有限公司,TWSE,38.1,1.3668,0.293,0.0,13
2026-06-12,6174,安碁科技股份有限公司,OTC,49.96,1.2653,0.73,-0.0271,14
2026-06-12,6465,威潤科技股份有限公司,OTC,60.73,1.2345,0.891,0.0,15
2026-06-12,2305,全友電腦股份有限公司,TWSE,25.1,1.2069,0.845,0.0,16
2026-06-12,3147,大綜電腦系統股份有限公司,OTC,338.0,1.1903,0.332,0.0,17
2026-06-12,2911,麗嬰房股份有限公司,TWSE,8.43,1.1367,0.371,-0.1173,18
2026-06-12,1714,和桐化學股份有限公司,TWSE,15.2,1.1185,0.285,0.0,19
2026-06-12,4707,磐亞股份有限公司,OTC,20.0,1.0607,0.565,-0.0521,20
2026-06-12,8926,台灣汽電共生股份有限公司,TWSE,72.08,1.005,0.311,-0.0172,21
2026-06-12,7721,微程式資訊股份有限公司,TWSE,81.8,0.9216,0.335,-0.1099,22
2026-06-12,8182,加高電子股份有限公司,OTC,53.6,0.9133,0.829,-0.0165,23
2026-06-12,7788,松川精密股份有限公司,TWSE,266.0,0.8854,0.794,-0.0185,24
2026-06-12,3441,聯一光電股份有限公司,OTC,70.0,0.8743,0.559,-0.021,25
2026-06-12,8105,凌巨科技股份有限公司,TWSE,22.45,0.8611,0.846,0.0,26
2026-06-12,6585,鼎基先進材料股份有限公司,TWSE,131.69,0.8386,0.065,0.0,27
2026-06-12,6259,百徽股份有限公司,OTC,27.6,0.8179,0.466,-0.0723,28
2026-06-12,2413,環隆科技股份有限公司,TWSE,61.2,0.815,0.942,0.0,29
2026-06-12,6693,廣閎科技股份有限公司,OTC,168.59,0.792,0.897,-0.0343,30
2026-06-12,3362,先進光電科技股份有限公司,OTC,160.5,0.7665,0.55,-0.0614,31
2026-06-12,6613,朋億股份有限公司,OTC,305.16,0.7399,0.508,0.0,32
2026-06-12,3008,大立光電股份有限公司,TWSE,4020.0,0.7015,0.903,-0.0348,33
2026-06-12,6155,鈞寶電子工業股份有限公司,TWSE,81.25,0.6797,0.917,-0.025,34
2026-06-12,4923,力士科技股份有限公司,OTC,47.5,0.6421,0.645,-0.0433,35
2026-06-12,3048,益登科技股份有限公司,TWSE,71.87,0.6364,0.713,-0.0293,36
2026-06-12,6870,騰雲科技服務股份有限公司,OTC,301.0,0.6256,0.377,-0.0638,37
2026-06-12,2103,台橡股份有限公司,TWSE,21.82,0.625,0.109,-0.0067,38
2026-06-12,3285,微端科技股份有限公司,OTC,41.4,0.6128,0.189,0.0,39
2026-06-12,2885,元大金融控股股份有限公司,TWSE,63.9,0.6106,0.522,-0.0214,40
2026-06-12,2887,台新新光金融控股股份有限公司,TWSE,30.2,0.6065,0.397,0.0,41
2026-06-12,6525,捷敏股份有限公司,TWSE,125.5,0.5855,0.631,-0.0225,42
2026-06-12,5522,遠雄建設事業股份有限公司,TWSE,73.85,0.5683,0.105,-0.0268,43
2026-06-12,2493,揚博科技股份有限公司,TWSE,207.0,0.565,0.966,0.0,44
2026-06-12,2535,達欣工程股份有限公司,TWSE,91.3,0.5586,0.387,0.0,45
2026-06-12,5410,國眾電腦股份有限公司,OTC,45.65,0.5565,0.305,0.0,46
2026-06-12,5515,建國工程股份有限公司,TWSE,40.51,0.5402,0.186,0.0,47
2026-06-12,6220,岳豐科技股份有限公司,OTC,34.6,0.5269,0.198,-0.2362,48
2026-06-12,5904,寶雅國際股份有限公司,OTC,647.0,0.5081,0.325,0.0,49
2026-06-12,1342,八貫企業股份有限公司,TWSE,117.5,0.4977,0.29,0.0,50
2026-06-12,2414,精技電腦股份有限公司,TWSE,61.2,0.4962,0.362,-0.0286,51
2026-06-12,2108,南帝化學工業股份有限公司,TWSE,30.35,0.491,0.261,-0.056,52
2026-06-12,2891,中國信託金融控股股份有限公司,TWSE,67.6,0.4848,0.423,-0.0411,53
2026-06-12,4904,遠傳電信股份有限公司,TWSE,104.97,0.4803,0.04,0.0,54
2026-06-12,2497,怡利電子工業股份有限公司,TWSE,63.9,0.4687,0.419,-0.0289,55
2026-06-12,2393,億光電子工業股份有限公司,TWSE,70.9,0.4685,0.305,-0.0393,56
2026-06-12,5536,聖暉工程科技股份有限公司,OTC,1168.03,0.4646,0.683,0.0,57
2026-06-12,8487,愛爾達科技股份有限公司,TWSE,82.0,0.4358,0.136,-0.0132,58
