pick_date,code,name,market,close,alpha120,beta120,d240h,rank,regime
2025-12-26,8112,至上電子股份有限公司,TWSE,72.22,0.7698,0.775,-0.0704,6,1
2025-12-26,6177,達麗建設事業股份有限公司,TWSE,53.3,0.2999,0.397,-0.0056,7,1
2025-12-26,5386,青雲國際科技股份有限公司,OTC,78.7,0.2507,0.759,0.0,8,1
2025-12-26,3537,堡達實業股份有限公司,OTC,53.6,0.2495,0.884,-0.0037,9,1
2025-12-26,6271,同欣電子工業股份有限公司,TWSE,131.83,0.1789,0.599,-0.0255,10,1
